"LONG"	"LAT"	"Date"	"month"	"year"
"1"	"76°29.5000200000004W"	-13.178333	1972-03-26	3	1972
"2"	"76°34.7999999999999W"	-13.52	1972-03-26	3	1972
"3"	"76°30W"	-13.883333	1972-03-26	3	1972
"4"	"76°4.99997999999977W"	-14.726667	1972-03-27	3	1972
"5"	"76°17.80002W"	-14.9	1972-03-27	3	1972
"6"	"75°54.0000000000003W"	-14.933333	1972-03-27	3	1972
"7"	"75°37.9000199999996W"	-15.005	1972-03-27	3	1972
"8"	"75°3.60000000000014W"	-15.778333	1972-03-28	3	1972
"9"	"74°24.0000000000003W"	-15.966667	1972-03-28	3	1972
"10"	"75°13.0000200000001W"	-15.666667	1972-03-30	3	1972
"11"	"75°10.9999800000003W"	-15.333333	1972-03-30	3	1972
"12"	"76°32.9999999999998W"	-13.383333	1972-09-05	9	1973
"13"	"79°10.0000200000002W"	-8.566667	1972-09-05	9	1973
"14"	"79°17.3766599999996W"	-7.966667	1972-09-05	9	1973
"15"	"74°32.9999999999998W"	-15.766667	1972-09-05	9	1973
"16"	"81°55.9999800000003W"	-6.033333	1972-09-05	9	1973
"17"	"81°1.00001999999989W"	-6.566667	1972-09-05	9	1973
"18"	"82°10.0000200000002W"	-6.766667	1972-09-05	9	1973
"19"	"80°9.00000000000034W"	-6.85	1972-09-05	9	1973
"20"	"80°40.0000200000002W"	-6.866667	1972-09-05	9	1973
"21"	"81°2.99999999999983W"	-6.883333	1972-09-05	9	1973
"22"	"79°42.0000000000002W"	-7.416667	1972-09-05	9	1973
"23"	"80°22.9999799999996W"	-7.166667	1972-09-05	9	1973
"24"	"80°31.9999799999999W"	-6.716667	1972-09-05	9	1973
"25"	"80°1.00001999999989W"	-7.6	1972-09-05	9	1973
"26"	"79°46.0000199999999W"	-8.033333	1972-09-05	9	1973
"27"	"80°52.9999799999996W"	-7.983333	1972-09-05	9	1973
"28"	"79°22.0000200000004W"	-8.666667	1972-09-05	9	1973
"29"	"78°55.0000200000002W"	-8.666667	1972-09-05	9	1973
"30"	"78°42.0000000000002W"	-9.4	1972-09-05	9	1973
"31"	"78°34.0000199999997W"	-10.1	1972-09-05	9	1973
"32"	"78°54.0000000000003W"	-10.1	1972-09-05	9	1973
"33"	"79°34.0000199999997W"	-10.1	1972-09-05	9	1973
"34"	"78°7.0000200000004W"	-10.2	1972-09-05	9	1973
"35"	"78°13.9999800000001W"	-10.2	1972-09-05	9	1973
"36"	"78°15W"	-10.2	1972-09-05	9	1973
"37"	"78°1.00001999999989W"	-10.6	1972-09-05	9	1973
"38"	"78°10.9999800000003W"	-10.666667	1972-09-05	9	1973
"39"	"78°35.9999999999997W"	-10.666667	1972-09-05	9	1973
"40"	"78°27.0000000000002W"	-11.333333	1972-09-05	9	1973
"41"	"77°43.0000200000001W"	-11.983333	1972-09-05	9	1973
"42"	"77°52.9999799999996W"	-12	1972-09-05	9	1973
"43"	"77°54.0000000000003W"	-11.983333	1972-09-05	9	1973
"44"	"78°20.9999999999997W"	-10.608333	1972-09-05	9	1973
"45"	"78°16.9999799999999W"	-10.55	1972-09-05	9	1973
"46"	"77°55.0000200000002W"	-10.75	1972-09-05	9	1973
"47"	"77°20.9999999999997W"	-11.866667	1972-09-05	9	1973
"48"	"77°10.0000200000002W"	-12.333333	1972-09-05	9	1973
"49"	"77°4.99997999999977W"	-12.483333	1972-09-05	9	1973
"50"	"78°4.99997999999977W"	-12.5	1972-09-05	9	1973
"51"	"77°7.9999799999996W"	-13.316667	1972-09-05	9	1973
"52"	"77°49.0000199999997W"	-13.45	1972-09-05	9	1973
"53"	"76°27.0000000000002W"	-13.783333	1972-09-05	9	1973
"54"	"77°16.0000199999999W"	-13.733333	1972-09-05	9	1973
"55"	"77°58.9999800000001W"	-13.683333	1972-09-05	9	1973
"56"	"76°52.9999799999996W"	-14.05	1972-09-05	9	1973
"57"	"76°43.9999800000001W"	-13.633333	1972-09-05	9	1973
"58"	"76°55.9999800000003W"	-13.95	1972-09-05	9	1973
"59"	"76°13.0000200000001W"	-14.533333	1972-09-05	9	1973
"60"	"76°55.0000200000002W"	-14.605	1972-09-05	9	1973
"61"	"75°50.9999999999997W"	-14.883333	1972-09-05	9	1973
"62"	"76°16.0000199999999W"	-14.833333	1972-09-05	9	1973
"63"	"77°17.9999999999998W"	-14.716667	1972-09-05	9	1973
"64"	"75°45W"	-15.45	1972-09-05	9	1973
"65"	"76°46.0000199999999W"	-15.6	1972-09-05	9	1973
"66"	"74°54.0000000000003W"	-15.966667	1972-09-05	9	1973
"67"	"75°19.9999799999998W"	-15.866667	1972-09-05	9	1973
"68"	"74°46.9999799999999W"	-15.656667	1972-09-05	9	1973
"69"	"75°37.0000200000004W"	-15.821667	1972-09-05	9	1973
"70"	"75°47.9999999999998W"	-15.55	1972-09-06	9	1973
"71"	"78°28.0000200000001W"	-9.433333	1972-09-06	9	1973
"72"	"78°43.0000200000001W"	-9.15	1972-09-06	9	1973
"73"	"81°22.0000200000004W"	-6.1	1972-09-06	9	1973
"74"	"81°34.0000199999997W"	-7.183333	1972-09-06	9	1973
"75"	"80°49.9999799999998W"	-6.316667	1972-09-06	9	1973
"76"	"81°39.0000000000003W"	-7.616667	1972-09-06	9	1973
"77"	"80°4.99997999999977W"	-7.233333	1972-09-06	9	1973
"78"	"81°24.0000000000003W"	-6.516667	1972-09-06	9	1973
"79"	"81°17.9999999999998W"	-6.083333	1972-09-06	9	1973
"80"	"81°4.99997999999977W"	-6.233333	1972-09-06	9	1973
"81"	"80°54.0000000000003W"	-7.6	1972-09-06	9	1973
"82"	"81°4.99997999999977W"	-8.183333	1972-09-06	9	1973
"83"	"79°54.0000000000003W"	-7.916667	1972-09-06	9	1973
"84"	"79°43.0000200000001W"	-7.983333	1972-09-06	9	1973
"85"	"79°19.0000199999997W"	-8.233333	1972-09-06	9	1973
"86"	"79°37.0000200000004W"	-7.55	1972-09-06	9	1973
"87"	"80°9.00000000000034W"	-9.2	1972-09-06	9	1973
"88"	"79°1.00001999999989W"	-8.533333	1972-09-06	9	1973
"89"	"78°40.0000200000002W"	-9.583333	1972-09-06	9	1973
"90"	"79°16.0000199999999W"	-9.316667	1972-09-06	9	1973
"91"	"78°55.9999800000003W"	-10.333333	1972-09-06	9	1973
"92"	"78°54.0000000000003W"	-8.983333	1972-09-06	9	1973
"93"	"79°35.9999999999997W"	-10.683333	1972-09-06	9	1973
"94"	"78°28.0000200000001W"	-11.283333	1972-09-06	9	1973
"95"	"77°10.0000200000002W"	-12.383333	1972-09-06	9	1973
"96"	"77°16.0000199999999W"	-12.05	1972-09-06	9	1973
"97"	"78°7.0000200000004W"	-11.233333	1972-09-06	9	1973
"98"	"77°19.9999799999998W"	-11.566667	1972-09-06	9	1973
"99"	"76°52.0000200000004W"	-12.55	1972-09-06	9	1973
"100"	"76°40.0000200000002W"	-12.8	1972-09-06	9	1973
"101"	"76°27.0000000000002W"	-13.283333	1972-09-06	9	1973
"102"	"77°10.9999800000003W"	-12.633333	1972-09-06	9	1973
"103"	"77°5.99999999999966W"	-12.25	1972-09-06	9	1973
"104"	"76°37.9999799999996W"	-13.55	1972-09-06	9	1973
"105"	"76°34.0000199999997W"	-13.416667	1972-09-06	9	1973
"106"	"76°43.0000200000001W"	-14.4	1972-09-06	9	1973
"107"	"76°24.0000000000003W"	-14.5	1972-09-06	9	1973
"108"	"77°4.99997999999977W"	-14.133333	1972-09-06	9	1973
"109"	"76°19.9999799999998W"	-14.95	1972-09-06	9	1973
"110"	"76°17.9999999999998W"	-15.433333	1972-09-06	9	1973
"111"	"75°43.9999800000001W"	-15.2	1972-09-06	9	1973
"112"	"75°25.9999800000003W"	-15.116667	1972-09-06	9	1973
"113"	"74°46.0000199999999W"	-15.72	1972-09-06	9	1973
"114"	"75°16.0000199999999W"	-15.616667	1972-09-06	9	1973
"115"	"81°9.00000000000034W"	-6.25	1972-09-07	9	1973
"116"	"81°7.9999799999996W"	-6.916667	1972-09-07	9	1973
"117"	"79°52.0000200000004W"	-7.066667	1972-09-07	9	1973
"118"	"81°24.0000000000003W"	-6.516667	1972-09-07	9	1973
"119"	"81°1.99997999999994W"	-6.516667	1972-09-07	9	1973
"120"	"81°7.9999799999996W"	-6.666667	1972-09-07	9	1973
"121"	"80°39.0000000000003W"	-6.55	1972-09-07	9	1973
"122"	"80°25.9999800000003W"	-6.866667	1972-09-07	9	1973
"123"	"79°43.9999800000001W"	-7.283333	1972-09-07	9	1973
"124"	"79°34.9999799999998W"	-8.4	1972-09-07	9	1973
"125"	"79°43.9999800000001W"	-7.866667	1972-09-07	9	1973
"126"	"79°40.9999800000003W"	-8.05	1972-09-07	9	1973
"127"	"79°52.0000200000004W"	-8.683333	1972-09-07	9	1973
"128"	"79°17.9999999999998W"	-9.716667	1972-09-07	9	1973
"129"	"79°7.9999799999996W"	-10.416667	1972-09-07	9	1973
"130"	"78°25.0000200000002W"	-9.466667	1972-09-07	9	1973
"131"	"78°16.9999799999999W"	-9.9	1972-09-07	9	1973
"132"	"78°7.9999799999996W"	-10.5	1972-09-07	9	1973
"133"	"78°13.9999800000001W"	-10.533333	1972-09-07	9	1973
"134"	"78°10.0000200000002W"	-10.466667	1972-09-07	9	1973
"135"	"76°58.0000200000001W"	-12.966667	1972-09-07	9	1973
"136"	"78°31.9999799999999W"	-12.616667	1972-09-07	9	1973
"137"	"76°27.0000000000002W"	-13.9	1972-09-07	9	1973
"138"	"76°27.0000000000002W"	-13.35	1972-09-07	9	1973
"139"	"77°10.9999800000003W"	-14.733333	1972-09-07	9	1973
"140"	"75°58.9999800000001W"	-15.316667	1972-09-07	9	1973
"141"	"76°46.9999799999999W"	-15.216667	1972-09-07	9	1973
"142"	"75°57.0000000000002W"	-15.316667	1972-09-07	9	1973
"143"	"76°35.9999999999997W"	-15.4	1972-09-07	9	1973
"144"	"76°12.0000000000002W"	-15.2	1972-09-07	9	1973
"145"	"76°27.0000000000002W"	-14.966667	1972-09-07	9	1973
"146"	"75°46.0000199999999W"	-14.766667	1972-09-07	9	1973
"147"	"75°10.30002W"	-15.933333	1972-09-07	9	1973
"148"	"81°1.99997999999994W"	-6.266667	1972-09-08	9	1973
"149"	"79°58.9999800000001W"	-6.933333	1972-09-08	9	1973
"150"	"79°52.9999799999996W"	NA	1972-09-08	9	1973
"151"	"80°4.00001999999972W"	-6.916667	1972-09-08	9	1973
"152"	"79°52.9999799999996W"	-7.033333	1972-09-08	9	1973
"153"	"79°50.9999999999997W"	-7.35	1972-09-08	9	1973
"154"	"79°35.9999999999997W"	-7.55	1972-09-08	9	1973
"155"	"79°16.9999799999999W"	-8.366667	1972-09-08	9	1973
"156"	"79°7.0000200000004W"	-8.633333	1972-09-08	9	1973
"157"	"79°0W"	-8.516667	1972-09-08	9	1973
"158"	"79°49.9999799999998W"	-8.75	1972-09-08	9	1973
"159"	"79°45W"	-8.933333	1972-09-08	9	1973
"160"	"78°55.9999800000003W"	-8.783333	1972-09-08	9	1973
"161"	"78°35.9999999999997W"	-9.716667	1972-09-08	9	1973
"162"	"78°35.9999999999997W"	-9.45	1972-09-08	9	1973
"163"	"78°42.0000000000002W"	-9.316667	1972-09-08	9	1973
"164"	"78°40.0000200000002W"	-9.216667	1972-09-08	9	1973
"165"	"78°13.0000200000001W"	-10.183333	1972-09-08	9	1973
"166"	"78°13.0000200000001W"	-10.366667	1972-09-08	9	1973
"167"	"78°34.9999799999998W"	-9.25	1972-09-08	9	1973
"168"	"78°28.9999800000001W"	-9.733333	1972-09-08	9	1973
"169"	"77°45W"	-10.95	1972-09-08	9	1973
"170"	"78°4.00001999999972W"	-10.9	1972-09-08	9	1973
"171"	"77°17.9999999999998W"	-12.066667	1972-09-08	9	1973
"172"	"76°46.0000199999999W"	-12.716667	1972-09-08	9	1973
"173"	"77°10.0000200000002W"	-12.266667	1972-09-08	9	1973
"174"	"76°22.0000200000004W"	-13.4	1972-09-08	9	1973
"175"	"77°21.7000199999998W"	-12.025	1972-10-18	10	1973
"176"	"79°51.2339999999998W"	-7.0146	1972-10-19	10	1973
"177"	"78°30W"	-9.45	1972-10-19	10	1973
"178"	"77°40.4999999999998W"	-11.088333	1972-10-19	10	1973
"179"	"77°50.4000000000002W"	-11.021667	1972-10-19	10	1973
"180"	"79°49.9999799999998W"	-8.75	1972-10-19	10	1973
"181"	"79°52.0000200000004W"	-8.35	1972-10-19	10	1973
"182"	"76°56.5000199999997W"	-12.283333	1972-10-20	10	1973
"183"	"79°16.0000199999999W"	-11.653333	1972-10-20	10	1973
"184"	"78°12.0000000000002W"	-10.166667	1972-10-20	10	1973
"185"	"78°28.0000200000001W"	-11.75	1972-10-20	10	1973
"186"	"82°12.4999799999998W"	-6.166667	1972-10-20	10	1973
"187"	"82°47.9999999999998W"	-6.466667	1972-10-20	10	1973
"188"	"81°9.00000000000034W"	-6.45	1972-10-20	10	1973
"189"	"81°25.0000200000002W"	-7.216667	1972-10-20	10	1973
"190"	"81°12.4999799999998W"	-7.691667	1972-10-20	10	1973
"191"	"79°16.9999799999999W"	-8.563333	1972-10-20	10	1973
"192"	"80°22.9999799999996W"	-9.018333	1972-10-20	10	1973
"193"	"78°30W"	-9.4	1972-10-20	10	1973
"194"	"80°3.30000000000041W"	-9.468333	1972-10-20	10	1973
"195"	"79°44.8000200000001W"	-10.383333	1972-10-20	10	1973
"196"	"77°21.6179399999999W"	-11.600588	1972-10-20	10	1973
"197"	"78°42.0000000000002W"	-12.298333	1972-10-20	10	1973
"198"	"76°54.0000000000003W"	-12.383333	1972-10-20	10	1973
"199"	"78°29.8999800000001W"	-12.751667	1972-10-20	10	1973
"200"	"76°26.1000000000001W"	-13.135	1972-10-20	10	1973
"201"	"77°1.86803999999967W"	-12.990625	1972-10-20	10	1973
"202"	"76°58.9999800000001W"	-14.126667	1972-10-20	10	1973
"203"	"76°50.4000000000002W"	-14.375	1972-10-20	10	1973
"204"	"77°45W"	-14.413333	1972-10-20	10	1973
"205"	"75°17.9999999999998W"	-15.245	1972-10-20	10	1973
"206"	"75°27.0000000000002W"	-15.066667	1972-10-20	10	1973
"207"	"74°44.5000200000004W"	-15.625	1972-10-20	10	1973
"208"	"74°19.9999799999998W"	-15.891667	1972-10-20	10	1973
"209"	"80°58.9999800000001W"	-6.6	1972-10-20	10	1973
"210"	"81°16.3000199999996W"	-6.583333	1972-10-20	10	1973
"211"	"79°43.0000200000001W"	-7.416667	1972-10-20	10	1973
"212"	"79°47.9999999999998W"	-7.333333	1972-10-20	10	1973
"213"	"79°54.9000000000004W"	-8.383333	1972-10-20	10	1973
"214"	"79°16.3000199999996W"	-8.15	1972-10-20	10	1973
"215"	"79°33.79998W"	-9.096667	1972-10-20	10	1973
"216"	"79°3.10001999999969W"	-8.98	1972-10-20	10	1973
"217"	"78°17.2999799999997W"	-9.818333	1972-10-20	10	1973
"218"	"79°1.69998000000021W"	-9.75	1972-10-20	10	1973
"219"	"77°54.4000199999999W"	-10.733333	1972-10-20	10	1973
"220"	"77°27.7999800000003W"	-11.573333	1972-10-20	10	1973
"221"	"77°40.2000000000001W"	-11.466667	1972-10-20	10	1973
"222"	"77°30W"	-11.471667	1972-10-20	10	1973
"223"	"77°29.2999799999998W"	-12.333333	1972-10-20	10	1973
"224"	"76°39.7000199999997W"	-12.838333	1972-10-20	10	1973
"225"	"76°27.19998W"	-14.09	1972-10-20	10	1973
"226"	"76°58.6999800000004W"	-14.041667	1972-10-20	10	1973
"227"	"76°29.2000199999998W"	-13.833333	1972-10-20	10	1973
"228"	"75°34.9999799999998W"	-14.885	1972-10-20	10	1973
"229"	"75°8.29998000000018W"	-15.4	1972-10-20	10	1973
"230"	"75°38.6999999999998W"	-15.8	1972-10-20	10	1973
"231"	"78°3.49998000000028W"	-10.495	1972-10-20	10	1973
"232"	"78°3.49998000000028W"	-10.345	1972-10-20	10	1973
"233"	"80°44.1386399999996W"	-7.335672	1972-10-20	10	1973
"234"	"80°19.9999799999998W"	-7.116667	1972-10-20	10	1973
"235"	"80°7.9999799999996W"	-6.85	1972-10-20	10	1973
"236"	"77°42.0000000000002W"	-11.133333	1972-10-21	10	1973
"237"	"81°34.69998W"	-6.43	1972-10-21	10	1973
"238"	"75°49.9999799999998W"	-14.75	1972-10-21	10	1973
"239"	"77°46.0000199999999W"	-11.266667	1972-10-21	10	1973
"240"	"78°27.0000000000002W"	-9.633333	1972-10-21	10	1973
"241"	"78°46.0000199999999W"	-9.3	1972-10-21	10	1973
"242"	"76°28.0000200000001W"	-13.35	1972-10-21	10	1973
"243"	"76°34.9999799999998W"	-13.516667	1972-10-21	10	1973
"244"	"76°55.0000200000002W"	-13.55	1972-10-21	10	1973
"245"	"77°13.9999800000001W"	-13.566667	1972-10-21	10	1973
"246"	"75°30W"	-15.166667	1972-10-21	10	1973
"247"	"76°5.99999999999966W"	-15.216667	1972-10-21	10	1973
"248"	"81°5.20002000000034W"	-6.316667	1972-10-21	10	1973
"249"	"80°42.0000000000002W"	-6.416667	1972-10-21	10	1973
"250"	"80°50.8999799999998W"	-6.5	1972-10-21	10	1973
"251"	"82°10.9999800000003W"	-6.733333	1972-10-21	10	1973
"252"	"80°7.9999799999996W"	-7.116667	1972-10-21	10	1973
"253"	"79°37.5W"	-7.883333	1972-10-21	10	1973
"254"	"80°34.1999999999996W"	-8.346667	1972-10-21	10	1973
"255"	"78°55.9999800000003W"	-9.033333	1972-10-21	10	1973
"256"	"80°1.00001999999989W"	-8.683333	1972-10-21	10	1973
"257"	"78°24.0000000000003W"	-9.716667	1972-10-21	10	1973
"258"	"78°3.79998000000001W"	-10.418333	1972-10-21	10	1973
"259"	"77°46.0000199999999W"	-11.125	1972-10-21	10	1973
"260"	"77°17.9999999999998W"	-11.741667	1972-10-21	10	1973
"261"	"77°15W"	-11.76	1972-10-21	10	1973
"262"	"77°19.3000200000003W"	-11.508333	1972-10-21	10	1973
"263"	"77°1.99997999999994W"	-12.298333	1972-10-21	10	1973
"264"	"77°17.80002W"	-12.148333	1972-10-21	10	1973
"265"	"76°46.9999799999999W"	-12.783333	1972-10-21	10	1973
"266"	"76°47.9999999999998W"	-12.58	1972-10-21	10	1973
"267"	"76°27.4000199999998W"	-13.191667	1972-10-21	10	1973
"268"	"76°25.9000200000003W"	-14.083333	1972-10-21	10	1973
"269"	"76°26.8000200000003W"	-13.988333	1972-10-21	10	1973
"270"	"77°45W"	-14.425	1972-10-21	10	1973
"271"	"76°0W"	-14.633333	1972-10-21	10	1973
"272"	"77°10.2000000000001W"	-15.248333	1972-10-21	10	1973
"273"	"75°0W"	-15.483333	1972-10-21	10	1973
"274"	"74°34.0000199999997W"	-15.733333	1972-10-21	10	1973
"275"	"81°11.5000199999997W"	-6.15	1972-10-21	10	1973
"276"	"80°5.99999999999966W"	-7.083333	1972-10-21	10	1973
"277"	"80°16.0000199999999W"	-7.083333	1972-10-21	10	1973
"278"	"80°35.9999999999997W"	-7.083333	1972-10-21	10	1973
"279"	"80°23.6999999999998W"	-8.223333	1972-10-21	10	1973
"280"	"80°0W"	-8.016667	1972-10-21	10	1973
"281"	"80°23.5000199999999W"	-7.961667	1972-10-21	10	1973
"282"	"78°54.8308200000002W"	-8.755931	1972-10-21	10	1973
"283"	"77°48.79998W"	-11.053333	1972-10-21	10	1973
"284"	"77°49.5000000000002W"	-11.238333	1972-10-21	10	1973
"285"	"77°48.4999800000003W"	-12.166667	1972-10-21	10	1973
"286"	"77°18.4999800000003W"	-12.15	1972-10-21	10	1973
"287"	"77°16.9999799999999W"	-11.983333	1972-10-21	10	1973
"288"	"77°16.1999999999998W"	-12.833333	1972-10-21	10	1973
"289"	"76°46.6000200000002W"	-12.833333	1972-10-21	10	1973
"290"	"76°29.2999799999998W"	-13.638333	1972-10-21	10	1973
"291"	"76°34.9999799999998W"	-14.833333	1972-10-21	10	1973
"292"	"75°51.3000000000002W"	-15.703333	1972-10-21	10	1973
"293"	"75°22.9999799999996W"	-15.166667	1972-10-21	10	1973
"294"	"78°20.5000200000001W"	-9.763333	1972-10-21	10	1973
"295"	"78°17.7866399999996W"	-9.795739	1972-10-21	10	1973
"296"	"78°20.5000200000001W"	-9.791667	1972-10-21	10	1973
"297"	"78°26.8000200000003W"	-9.758333	1972-10-21	10	1973
"298"	"80°42.0000000000002W"	-7.133333	1972-10-21	10	1973
"299"	"80°40.9999800000003W"	-7.266667	1972-10-21	10	1973
"300"	"80°35.9999999999997W"	-7.283333	1972-10-21	10	1973
"301"	"78°37.9999799999996W"	-9.216667	1972-10-22	10	1973
"302"	"78°10.0000200000002W"	-12.2	1972-10-22	10	1973
"303"	"77°19.9999799999998W"	-12.1	1972-10-22	10	1973
"304"	"77°15W"	-12.2	1972-10-22	10	1973
"305"	"76°25.9999800000003W"	-13.216667	1972-10-22	10	1973
"306"	"76°19.9999799999998W"	-13.633333	1972-10-22	10	1973
"307"	"76°20.9999999999997W"	-14.183333	1972-10-22	10	1973
"308"	"75°39.0000000000003W"	-15.5	1972-10-22	10	1973
"309"	"81°34.9999799999998W"	-6.816667	1972-10-22	10	1973
"310"	"80°38.6999999999998W"	-6.45	1972-10-22	10	1973
"311"	"80°25.9999800000003W"	-6.866667	1972-10-22	10	1973
"312"	"80°30.4999799999996W"	-7.916667	1972-10-22	10	1973
"313"	"79°37.9999799999996W"	-7.625	1972-10-22	10	1973
"314"	"79°19.0000199999997W"	-8.641667	1972-10-22	10	1973
"315"	"79°2.99999999999983W"	-8.516667	1972-10-22	10	1973
"316"	"79°20.9999999999997W"	-8.171667	1972-10-22	10	1973
"317"	"79°19.0000199999997W"	-8.8	1972-10-22	10	1973
"318"	"78°0.796679999999981W"	-10.514792	1972-10-22	10	1973
"319"	"79°36.8999999999997W"	-10.66	1972-10-22	10	1973
"320"	"78°53.6999999999998W"	-11.833333	1972-10-22	10	1973
"321"	"76°55.0000200000002W"	-12.503333	1972-10-22	10	1973
"322"	"76°45W"	-13.35	1972-10-22	10	1973
"323"	"76°32.9999999999998W"	-13.266667	1972-10-22	10	1973
"324"	"76°23.8000199999996W"	-13.773333	1972-10-22	10	1973
"325"	"76°10.4999999999998W"	-14.516667	1972-10-22	10	1973
"326"	"75°42.7000200000003W"	-14.846667	1972-10-22	10	1973
"327"	"81°10.39998W"	-6.916667	1972-10-22	10	1973
"328"	"80°52.9999799999996W"	-7.166667	1972-10-22	10	1973
"329"	"79°58.3000199999998W"	-7.695	1972-10-22	10	1973
"330"	"79°7.90001999999959W"	-8.416667	1972-10-22	10	1973
"331"	"78°46.5000000000003W"	-9.148333	1972-10-22	10	1973
"332"	"78°46.0000199999999W"	-10.426667	1972-10-22	10	1973
"333"	"78°44.2000199999998W"	-10.17	1972-10-22	10	1973
"334"	"77°46.6000200000002W"	-11.086667	1972-10-22	10	1973
"335"	"78°15.1999799999999W"	-11	1972-10-22	10	1973
"336"	"77°44.5000200000004W"	-11.92	1972-10-22	10	1973
"337"	"77°16.9999799999999W"	-11.75	1972-10-22	10	1973
"338"	"77°58.4999999999997W"	-11.666667	1972-10-22	10	1973
"339"	"77°0W"	-12.5	1972-10-22	10	1973
"340"	"76°52.9000199999996W"	-12.425	1972-10-22	10	1973
"341"	"76°56.8000200000003W"	-13.59	1972-10-22	10	1973
"342"	"76°19.0000199999997W"	-13.5	1972-10-22	10	1973
"343"	"76°13.8000000000002W"	-14.336667	1972-10-22	10	1973
"344"	"76°35.2000200000003W"	-14.396667	1972-10-22	10	1973
"345"	"76°37.2000000000003W"	-14.265	1972-10-22	10	1973
"346"	"76°16.9999799999999W"	-15.275	1972-10-22	10	1973
"347"	"74°37.3999800000001W"	-15.94	1972-10-22	10	1973
"348"	"78°56.5000199999997W"	-9.063333	1972-10-22	10	1973
"349"	"78°47.80002W"	-8.896667	1972-10-22	10	1973
"350"	"78°56.8000200000003W"	-8.695	1972-10-22	10	1973
"351"	"79°43.4999999999997W"	-7.525	1972-10-22	10	1973
"352"	"79°46.5000000000003W"	-7.608333	1972-10-22	10	1973
"353"	"80°22.0000200000004W"	-8.4	1972-10-22	10	1973
"354"	"76°37.0000200000004W"	-12.866667	1972-10-23	10	1973
"355"	"77°10.0000200000002W"	-12.116667	1972-10-23	10	1973
"356"	"78°42.0000000000002W"	-9.15	1972-10-23	10	1973
"357"	"77°54.0000000000003W"	-10.815	1972-10-23	10	1973
"358"	"77°32.0999999999998W"	-11.838333	1972-10-23	10	1973
"359"	"77°21.1999800000004W"	-11.783333	1972-10-23	10	1973
"360"	"77°11.6999999999996W"	-12.208333	1972-10-23	10	1973
"361"	"77°4.19999999999959W"	-12.136667	1972-10-23	10	1973
"362"	"76°40.0000200000002W"	-12.666667	1972-10-23	10	1973
"363"	"78°0.499979999999596W"	-10.716667	1972-10-23	10	1973
"364"	"77°52.7999999999997W"	-10.84	1972-10-23	10	1973
"365"	"76°26.9299799999996W"	-13.179944	1972-10-23	10	1973
"366"	"76°24.7999799999997W"	-13.333333	1972-10-23	10	1973
"367"	"75°30.4000199999996W"	-14.983333	1972-10-23	10	1973
"368"	"78°22.0000200000004W"	-9.855	1972-10-23	10	1973
"369"	"78°1.00001999999989W"	-10.916667	1972-10-23	10	1973
"370"	"77°50.2999800000003W"	-11.01	1972-10-24	10	1973
"371"	"76°28.9999800000001W"	-15.616667	1973-09-10	9	1974
"372"	"74°49.9999799999998W"	-15.916667	1973-09-11	9	1974
"373"	"75°40.9999800000003W"	-15.966667	1973-09-11	9	1974
"374"	"76°52.0000200000004W"	-15.366667	1973-09-11	9	1974
"375"	"76°28.0000200000001W"	-15.05	1973-09-11	9	1974
"376"	"76°43.0000200000001W"	-12.9	1973-09-11	9	1974
"377"	"76°47.9999999999998W"	-12.783333	1973-09-11	9	1974
"378"	"74°43.9999800000001W"	-15.783333	1973-09-12	9	1974
"379"	"75°5.99999999999966W"	-15.8	1973-09-12	9	1974
"380"	"75°28.9999800000001W"	-15.116667	1973-09-12	9	1974
"381"	"77°31.0000199999999W"	-11.5	1973-09-15	9	1974
"382"	"78°45W"	-10.616667	1973-09-23	9	1974
"383"	"79°13.9999800000001W"	-9.083333	1973-09-23	9	1974
"384"	"78°49.0000199999997W"	-9.833333	1973-09-23	9	1974
"385"	"79°25.9999800000003W"	-9.383333	1973-09-23	9	1974
"386"	"78°57.0000000000002W"	-9.133333	1973-09-23	9	1974
"387"	"79°49.0000199999997W"	-7.55	1973-09-23	9	1974
"388"	"80°40.9999800000003W"	-7.033333	1973-09-23	9	1974
"389"	"81°9.00000000000034W"	-6.516667	1973-09-23	9	1974
"390"	"77°16.9999799999999W"	-11.8	1973-09-23	9	1974
"391"	"77°40.0000200000002W"	-11.933333	1973-09-23	9	1974
"392"	"77°16.9999799999999W"	-11.7	1973-09-23	9	1974
"393"	"77°22.0000200000004W"	-12.416667	1973-09-23	9	1974
"394"	"75°55.0000200000002W"	-14.933333	1973-09-23	9	1974
"395"	"77°46.9999799999999W"	-14.683333	1973-09-23	9	1974
"396"	"78°0W"	-10.666667	1973-09-23	9	1974
"397"	"77°55.0000200000002W"	-10.616667	1973-09-23	9	1974
"398"	"78°32.9999999999998W"	-11.233333	1973-09-23	9	1974
"399"	"76°0W"	-14.733333	1973-09-23	9	1974
"400"	"75°57.0000000000002W"	-14.75	1973-09-23	9	1974
"401"	"77°31.0000199999999W"	-14	1973-09-23	9	1974
"402"	"77°17.9999999999998W"	-12.433333	1973-09-23	9	1974
"403"	"79°0W"	-8.65	1973-09-23	9	1974
"404"	"80°16.0000199999999W"	-7.416667	1973-09-23	9	1974
"405"	"80°13.0000200000001W"	-7.483333	1973-09-23	9	1974
"406"	"80°16.0000199999999W"	-7.466667	1973-09-23	9	1974
"407"	"81°12.0000000000002W"	-5.983333	1973-09-23	9	1974
"408"	"81°2.99999999999983W"	-6.266667	1973-09-23	9	1974
